"body", "keywords", count
"20115", "charger", 1
"20115", "qi charger", 1
"20115", "qi chargers", 1
"20115", "tone", 1
"20116", "icon", 1
"20116", "message", 2
"20116", "message.", 2
"20116", "messages", 1
"20116", "microphone", 1
"20116", "MST", 1
"20116", "OS", 1
"20116", "pay", 1
"20116", "pen", 1
"20116", "pen.", 1
"20116", "S-Voice", 2
"20116", "svoice", 2
"20116", "voice commands", 1
"20117", "OS", 1
"20117", "warranty", 1
"20117", "warranty.", 1
"20120", "authentication", 1
"20120", "Gmail app", 1
"20120", "mail app", 1
"20120", "notification", 1
"20120", "notifications", 1
"20120", "OS", 1
"20120", "phone connect", 1
"20120", "push notifications", 1
"20120", "UI", 1
"20122", "Chromecast", 2
"20122", "game", 1
"20122", "MST", 1
"20122", "netflix", 2
"20122", "OS", 1
"20122", "ROM", 3
"20127", "gear vr", 1
"20127", "GearVR", 1
"20127", "VR", 1
"20128", "game", 1
"20128", "gear  -s", 1
"20128", "Gear S.", 1
"20128", "Gear S2", 1
"20128", "gear vr", 2
"20128", "Gears", 1
"20128", "GearVR", 2
"20128", "OS", 1
"20128", "ROM", 1
"20128", "VR", 2
"20129", "OS", 1
"20129", "pay", 1
"20129", "Samsung Pay", 1
"20129", "SamsungPay", 1
"20132", "android pay", 1
"20132", "ATM", 1
"20132", "ATM.", 1
"20132", "grocery store", 1
"20132", "pay", 2
"20133", "Google services", 1
"20135", "colour", 1
"20135", "leather case", 1
"20135", "plastic", 1
"20141", "API", 1
"20141", "battery", 1
"20141", "Battery life", 1
"20141", "battery-life", 1
"20141", "great battery", 1
"20141", "great battery life", 1
"20141", "OS", 1
"20141", "pay", 1
"20141", "RAM", 1
"20141", "screen", 1
"20141", "Screen On Time", 1
"20141", "Screen-on time", 1
"20141", "screen.", 1
"20142", "drop", 1
"20142", "Dropped", 1
"20142", "pen", 1
"20142", "pen.", 1
"20142", "replacement", 1
"20142", "S-Pen", 1
"20142", "Spen", 1
"20145", "screen", 1
"20145", "screen shot", 1
"20145", "screen.", 1
"20145", "screens", 1
"20145", "screens.", 1
"20145", "screenshot", 1
"20145", "UI", 1
"20147", "security", 1
"20148", "brightness", 1
"20148", "OS", 1
"20148", "power saving", 1
"20148", "power saving mode", 1
"20148", "screen", 1
"20148", "screen.", 1
"20149", "drawer", 1
"20149", "Home Screen", 1
"20149", "home screen.", 1
"20149", "homescreen", 1
"20149", "icon", 1
"20149", "icon swipes", 1
"20149", "icons", 1
"20149", "screen", 1
"20149", "screen.", 1
"20149", "swipes", 1
"20150", "Google play", 1
"20150", "Google Play.", 1
"20150", "lock screen", 3
"20150", "lockscreen", 3
"20150", "Motorola Droid Maxx", 1
"20150", "notification", 1
"20150", "ROM", 1
"20150", "screen", 3
"20150", "screen.", 3
"20150", "SD", 1
"20150", "UI", 1
"20152", "soft reset", 1
"20153", "sync", 1
"20153", "update", 1
"20153", "update.", 1
"20154", "blue light", 1
"20154", "display", 1
"20154", "LTE", 1
"20154", "power saving", 1
"20154", "power saving mode", 1
"20154", "SD", 1
"20155", "Chrome settings", 1
"20155", "ROM", 1
"20157", "insurance", 1
"20158", "update", 1
"20158", "update.", 1
"20159", "clear case", 1
"20159", "S6 version", 1
"20159", "screen", 1
"20159", "screen.", 1
"20159", "SD", 1
"20161", "hardware", 1
"20161", "multi task", 1
"20161", "multi tasking", 1
"20161", "multitasking", 1
"20161", "note hardware", 1
"20161", "OTA", 1
"20161", "Smooth", 1
"20163", "Compatible", 1
"20163", "dock", 2
"20163", "MST", 1
"20163", "Note5s", 1
"20163", "stylus", 1
"20163", "stylus..", 1
"20163", "Wacom", 1
"20163", "Wacom stylus", 1
"20164", "international version", 1
"20165", "calling", 1
"20165", "LTE", 2
"20165", "OTG", 1
"20165", "tv", 1
"20165", "VoLTE", 2
"20165", "VoLTE WiFi", 1
"20165", "wi fi calling", 1
"20165", "Wi-Fi", 1
"20165", "Wi-Fi Calling", 1
"20165", "wifi", 1
"20165", "Wifi Calling", 1
"20165", "WiFi-Calling", 1
"20167", "clock", 1
"20167", "icon", 3
"20167", "icons", 1
"20167", "Launcher   Nova Launcher", 1
"20167", "Launcher  Nova Launcher", 1
"20167", "Nova launcher", 1
"20168", "theme", 1
"20170", "Galaxy Note5", 1
"20170", "galaxynote5", 1
"20170", "OS", 1
"20170", "wallet case", 1
"20172", "factory settings", 1
"20172", "Knox", 1
"20172", "OTA", 1
"20172", "OTAs", 1
"20172", "restore", 1
"20172", "Verizon variant", 1
"20173", "app work", 1
"20173", "Wi-Fi", 1
"20173", "wifi", 1
"20174", "button", 1
"20175", "aukey quick charge", 1
"20175", "battery", 1
"20175", "charge", 1
"20175", "Charges", 1
"20175", "charging", 1
"20175", "cost", 1
"20175", "OS", 1
"20175", "Quick Charge", 1
"20175", "quick charge.", 1
"20175", "quick charges", 1
"20175", "QuickCharge", 1
"20175", "UI", 1
"20177", "extra data", 1
"20177", "Google Music", 1
"20177", "google music.", 1
"20177", "music", 1
"20177", "OS", 1
"20177", "song", 2
"20177", "songs", 1
"20181", "application settings", 1
"20181", "Applications", 1
"20181", "audio", 2
"20181", "aux cable", 1
"20181", "boot", 1
"20181", "cable", 1
"20181", "headset", 1
"20181", "headsets", 1
"20181", "LTE", 1
"20181", "notification", 1
"20181", "plugged", 1
"20182", "cost", 1
"20182", "Google play", 1
"20182", "Google play store", 1
"20182", "Google Play store.", 1
"20182", "Google Play.", 1
"20182", "Lightning Launcher", 1
"20182", "MST", 1
"20182", "OS", 1
"20182", "pen", 1
"20182", "pen.", 1
"20182", "play store", 1
"20182", "playstore", 1
"20182", "SD", 1
"20182", "tone", 1
"20186", "clock", 1
"20187", "errors", 1
"20187", "finger print", 1
"20187", "finger print reader", 1
"20187", "fingerprint", 1
"20187", "fingerprint reader", 1
"20187", "fingers", 1
"20187", "index finger", 1
"20187", "index fingers", 1
"20187", "index fingers.", 1
"20187", "pay", 1
"20187", "Samsung Pay", 1
"20187", "SamsungPay", 1
"20188", "calendar", 2
"20188", "Calendar Widget", 1
"20188", "widget", 1
"20189", "battery", 1
"20189", "pen", 1
"20189", "pen.", 1
"20192", "BT", 1
"20192", "replacement", 1
"20194", "button", 1
"20194", "color", 1
"20194", "colors", 1
"20194", "OS", 2
"20194", "pen", 1
"20194", "pen.", 1
"20194", "power button", 1
"20194", "scratches", 1
"20194", "UI", 1
"20195", "cable", 3
"20195", "mhl", 3
"20195", "MHL cable", 2
"20195", "support MHL", 1
"20198", "camera", 1
"20203", "OS", 1
"20203", "ROM", 2
"20203", "sync", 1
"20204", "developer options", 1
"20204", "OS", 3
"20204", "screen", 1
"20204", "screen.", 1
"20204", "stylus", 3
"20204", "stylus tip", 1
"20204", "stylus..", 3
"20204", "touches", 1
"20204", "tracking", 1
"20204", "update", 1
"20204", "update.", 1
"20207", "Asus", 1
"20207", "CPU", 1
"20207", "OS", 1
"20212", "OTA", 1
"20212", "update", 2
"20212", "update.", 2
"20213", "music", 1
"20213", "music app", 1
"20213", "OTA", 1
"20213", "play music", 1
"20213", "Play Music.", 1
"20213", "song", 1
"20213", "update", 1
"20213", "update.", 1
"20215", "calendar", 2
"20215", "dialer", 2
"20215", "Google Calendar", 1
"20215", "messaging app", 1
"20215", "software", 1
"20215", "stock app", 1
"20215", "stock apps", 1
"20215", "stock calendar", 1
"20215", "stock messaging", 1
"20215", "stock messaging app", 1
"20218", "calls", 1
"20218", "phone calls", 1
"20218", "screen", 1
"20218", "screen.", 1
"20219", "curve", 1
"20219", "drop", 1
"20219", "Dropped", 1
"20219", "Glass", 1
"20219", "gorilla", 1
"20219", "Gorilla Glass", 1
"20219", "screen", 1
"20219", "screen.", 1
"20219", "tone", 1
"20226", "battery", 3
"20226", "battery drain", 2
"20226", "screen", 1
"20226", "screen shot", 1
"20226", "screen.", 1
"20226", "screens", 1
"20226", "screens.", 1
"20226", "screenshot", 1
"20229", "websites", 1
"20232", "evernote", 3
"20232", "note sync", 1
"20232", "notes", 2
"20232", "OS", 2
"20232", "S-Note", 1
"20232", "s-notes", 1
"20232", "snote", 1
"20232", "sync", 1
"20232", "Tether", 1
"20237", "fat finger", 1
"20237", "OS", 1
"20237", "Web page", 1
"20237", "webpages", 1
"20238", "button", 1
"20238", "HW", 1
"20238", "light touch", 1
"20239", "ADB", 1
"20239", "audio", 1
"20239", "aux jack", 1
"20239", "bluetooth", 1
"20239", "Bluetooth radio", 1
"20239", "brands", 1
"20239", "cable", 1
"20239", "headphone jack", 1
"20239", "radio", 1
"20239", "upgrade", 1
"20241", "5v", 1
"20241", "Bumper", 3
"20241", "bumper case", 2
"20241", "Crash Guard bumper", 1
"20241", "Galaxy Note5", 2
"20241", "galaxynote5", 2
"20241", "OS", 5
"20241", "OTA", 1
"20246", "pen", 1
"20246", "pen.", 1
"20246", "S-Pen", 1
"20246", "Samsung logo", 1
"20246", "Spen", 1
"20246", "UI", 1
"20248", "aside", 1
"20248", "ATM", 1
"20248", "ATM.", 1
"20248", "book", 1
"20248", "bug", 1
"20248", "car", 2
"20248", "colour", 2
"20248", "colours", 1
"20248", "contact", 1
"20248", "galaxy app", 1
"20248", "galaxy apps", 1
"20248", "HW", 1
"20248", "in-app purchases", 1
"20248", "ips", 1
"20248", "OS", 6
"20248", "OTA", 1
"20248", "painting", 4
"20248", "pen", 4
"20248", "pen.", 4
"20248", "pencil", 2
"20248", "photos", 1
"20248", "picture", 2
"20248", "pictures", 1
"20248", "play store", 1
"20248", "playstore", 1
"20248", "RAM", 2
"20248", "ROM", 3
"20248", "theme", 1
"20248", "tone", 1
"20249", "good standby time", 1
"20249", "Instagram", 1
"20249", "music", 2
"20249", "OS", 2
"20249", "RAM", 1
"20249", "screen", 1
"20249", "Screen On Time", 1
"20249", "Screen-on time", 1
"20249", "screen.", 1
"20249", "video", 1
"20249", "videos", 1
"20251", "mhl", 1
"20253", "color", 1
"20253", "colors", 1
"20253", "contact", 1
"20253", "custom colors", 1
"20253", "different contacts", 1
"20253", "Google messenger", 1
"20253", "message", 1
"20253", "message.", 1
"20253", "messages", 1
"20253", "Messenger", 1
"20253", "OS", 1
"20253", "samsung messages", 1
"20253", "sound", 1
"20253", "Sounds", 1
"20253", "vibration", 1
"20255", "galaxy market", 1
"20255", "Google play", 1
"20255", "Google Play.", 1
"20258", "cable", 1
"20258", "charge", 4
"20258", "charger", 4
"20258", "sim", 1
"20258", "standard charge", 1
"20258", "standard charger", 1
"20258", "Wireless", 2
"20258", "wireless charge", 2
"20258", "wireless Charger", 2
"20263", "slim", 1
"20263", "Slim Armor", 1
"20263", "Spigen Slim Armor", 1
"20264", "auto sync", 1
"20264", "car", 1
"20264", "Google app", 1
"20264", "message", 1
"20264", "message.", 1
"20264", "messages", 1
"20264", "OS", 2
"20264", "sync", 1
"20264", "text message", 1
"20264", "text messages", 1
"20265", "video", 1
"20266", "BT", 1
"20266", "clear case", 1
"20266", "material", 1
"20266", "official clear case", 1
"20266", "s-view", 1
"20266", "scratches", 1
"20267", "charge", 2
"20267", "charger", 2
"20267", "OS", 1
"20267", "S-Note", 1
"20267", "Samsung charger", 1
"20267", "Samsung chargers", 1
"20267", "snote", 1
"20267", "video", 1
"20268", "pen", 1
"20268", "pen.", 1
"20268", "plastic", 1
"20268", "S-Pen", 1
"20268", "Spen", 1
"20269", "batteries", 1
"20269", "Candy Crush", 1
"20269", "game", 1
"20269", "movie", 1
"20270", "default feature", 1
"20270", "notification", 1
"20270", "OTA", 1
"20270", "RAM", 1
"20270", "screen", 1
"20270", "screen.", 1
"20275", "clear case", 1
"20275", "iphone6", 1
"20275", "protectors", 1
"20275", "screen", 3
"20275", "screen protector", 2
"20275", "screen protectors", 1
"20275", "screen.", 3
"20276", "car", 1
"20276", "drop", 2
"20276", "Dropped", 1
"20276", "Glass", 1
"20276", "glass screen", 1
"20276", "glass screen protector", 1
"20276", "Neo Hybrid Carbon", 1
"20276", "screen", 1
"20276", "screen protector", 1
"20276", "screen.", 1
"20276", "Spigen Neo Hybrid", 1
"20276", "Spigen Neo-Hybrid", 1
"20276", "tempered glas", 1
"20276", "tempered glass screen", 1
"20276", "tempered-glass screen protector", 1
"20277", "NFC", 1
"20279", "Samsung switch app", 1
"20279", "Transfer", 1
"20281", "ATM", 1
"20281", "ATM.", 1
"20281", "OS", 4
"20281", "OTA", 1
"20281", "OTAs", 1
"20281", "pen", 5
"20281", "Pen settings", 1
"20281", "pen.", 5
"20281", "pens", 2
"20281", "S-Pen", 5
"20281", "S-Pen settings", 1
"20281", "S-Pens", 2
"20281", "SD", 1
"20281", "Spen", 5
"20281", "SPens", 2
"20281", "UI", 1
"20282", "Package Disable", 1
"20282", "Package Disable Pro", 1
"20284", "BT", 1
"20284", "car", 6
"20284", "Compatible", 1
"20284", "OS", 2
"20284", "OTA", 1
"20284", "OTAs", 1
"20284", "pay", 3
"20284", "Samsung Pay", 1
"20284", "SamsungPay", 1
"20284", "sim", 1
"20285", "evernote", 1
"20285", "HW", 1
"20285", "notes", 2
"20285", "S-Note", 1
"20285", "s-notes", 1
"20285", "snote", 1
"20286", "Auto brightnes", 1
"20286", "auto brightness", 1
"20286", "auto-brightness", 1
"20286", "brightness", 2
"20286", "chat", 1
"20286", "SD", 1
"20287", "color", 2
"20287", "colors", 2
"20287", "iPhone color", 1
"20287", "new iPhone", 1
"20287", "phone color", 1
"20288", "AMEX", 1
"20288", "car", 1
"20288", "flip cover", 1
"20288", "free flip cover", 1
"20291", "battery", 1
"20291", "Battery life", 1
"20291", "battery-life", 1
"20291", "ROM", 1
"20291", "sim", 1
"20292", "battery", 1
"20292", "drop", 1
"20292", "GPS", 1
"20292", "OTA", 1
"20293", "average battery", 1
"20293", "battery", 2
"20293", "Battery life", 1
"20293", "battery-life", 1
"20293", "charge", 1
"20293", "Charges", 1
"20293", "international model", 1
"20295", "button", 1
"20295", "charge", 1
"20295", "charger", 1
"20295", "digitizer", 1
"20295", "flash", 1
"20295", "power button", 1
"20295", "ROM", 1
"20295", "shortcut", 1
"20297", "button", 1
"20297", "current generation", 1
"20297", "edge", 2
"20297", "edges", 1
"20297", "enter button", 1
"20297", "flash", 1
"20297", "flashes", 1
"20297", "OS", 1
"20306", "battery", 1
"20306", "charge", 1
"20306", "charging", 1
"20306", "factory reset.", 1
"20306", "OS", 1
"20306", "quick charging", 1
"20306", "SD", 1
"20306", "UI", 1
"20310", "battery", 1
"20310", "extra battery", 1
"20311", "charging", 1
"20311", "fast charging", 1
"20312", "Glass", 1
"20312", "OS", 3
"20312", "pen", 1
"20312", "pen.", 1
"20312", "SD", 1
"20312", "UI", 1
"20312", "video", 1
"20312", "videos", 1
"20313", "boot", 1
"20313", "reboot issues", 1
"20316", "ADB", 1
"20316", "battery", 2
"20316", "camera", 1
"20316", "design", 1
"20316", "design.", 1
"20316", "great deal", 1
"20316", "notes", 1
"20316", "OS", 2
"20316", "OTA", 1
"20316", "pay", 1
"20316", "perform", 1
"20316", "performance", 1
"20316", "S-Note", 1
"20316", "screen", 1
"20316", "screen.", 1
"20316", "snote", 1
"20316", "Storage", 1
"20325", "BT", 1
"20325", "wake lock", 2
"20325", "Wakelock Detector", 1
"20327", "decent drop protection", 1
"20327", "drop", 1
"20327", "drop protection", 1
"20327", "Protection", 1
"20327", "Spigen Ultra Hybrid", 1
"20327", "UI", 1
"20328", "advanced calling", 1
"20328", "calling", 1
"20328", "LTE", 1
"20328", "VoLTE", 1
"20329", "mobile note", 1
"20329", "pen", 1
"20329", "pen.", 1
"20329", "S-Pen", 1
"20329", "Spen", 1
"20329", "vibration", 1
"20330", "32GB", 1
"20330", "32GB model", 1
"20330", "camera", 1
"20330", "display", 1
"20330", "heating", 1
"20330", "MST", 1
"20330", "music", 1
"20330", "notes", 1
"20330", "OS", 5
"20330", "OTA", 1
"20330", "overheating", 1
"20330", "pen", 1
"20330", "pen.", 1
"20330", "photograph", 1
"20330", "photographer", 1
"20330", "Podcast", 1
"20330", "podcasts", 1
"20330", "S-Pen", 1
"20330", "sound", 1
"20330", "Spen", 1
"20330", "Storage", 1
"20330", "write", 1
"20334", "pay", 1
"20334", "Samsung Pay", 1
"20334", "SamsungPay", 1
"20334", "update", 1
"20334", "update.", 1
"20337", "battery", 1
"20337", "Battery life", 1
"20337", "battery-life", 1
"20337", "Galaxy Note5", 1
"20337", "Galaxy Note5 Battery", 1
"20337", "galaxynote5", 1
"20337", "OS", 2
"20337", "pen", 1
"20337", "pen.", 1
"20337", "ROM", 1
"20337", "S-Pen", 1
"20337", "Samsung Galaxy Note5", 1
"20337", "Spen", 1
"20343", "material", 1
"20348", "OS", 2
"20348", "pen", 1
"20348", "pen.", 1
"20348", "ROM", 2
"20348", "update", 1
"20348", "update.", 1
"20355", "charge", 1
"20355", "charger", 1
"20355", "Wireless", 1
"20355", "wireless charge", 1
"20355", "wireless Charger", 1
"20356", "ROM", 1
"20356", "screen", 1
"20356", "screen shot", 1
"20356", "screen.", 1
"20356", "screens", 1
"20356", "screens.", 1
"20356", "screenshot", 1
"20356", "wallpaper", 1
"20361", "crashing", 1
"20361", "game", 1
"20361", "games", 1
"20361", "hearthstone", 1
"20361", "Note5s", 1
"20361", "tone", 1
"20361", "XB", 1
"20362", "camera", 1
"20362", "picture", 1
"20362", "picture quality", 1
"20363", "boot", 1
"20363", "disconnecting", 1
"20363", "reboots", 1
"20363", "sync", 1
"20366", "button", 1
"20366", "button lights", 1
"20366", "Galaxy Button lights", 1
"20366", "play store", 1
"20366", "playstore", 1
"20366", "ROM", 1
"20372", "gear vr", 1
"20372", "GearVR", 1
"20372", "VR", 1
"20376", "battery", 3
"20376", "Battery life", 1
"20376", "battery pack", 1
"20376", "battery packs", 1
"20376", "battery-life", 1
"20376", "battery-pack", 1
"20376", "BT", 1
"20376", "car", 1
"20376", "external battery", 1
"20376", "external battery pack", 1
"20376", "Glass", 1
"20376", "glass screen", 1
"20376", "glass screen protector", 1
"20376", "GPS", 1
"20376", "HW", 1
"20376", "memo", 3
"20376", "memory", 3
"20376", "memory issue", 1
"20376", "mini USB", 1
"20376", "mini-usb", 1
"20376", "OS", 1
"20376", "RAM", 1
"20376", "screen", 1
"20376", "screen protector", 1
"20376", "screen.", 1
"20376", "SD", 1
"20376", "SD card", 1
"20376", "SD-Card", 1
"20376", "tempered glas", 1
"20376", "tempered glass screen", 1
"20376", "tempered-glass screen protector", 1
"20376", "theme", 1
"20376", "touch wiz", 1
"20376", "TouchWiz", 1
"20376", "UI", 3
"20376", "Wireless", 1
"20377", "google photo", 1
"20377", "Google photos", 1
"20377", "OS", 1
"20377", "photos", 1
"20378", "game", 1
"20378", "notification", 1
"20378", "notifications", 1
"20380", "battery", 1
"20382", "LTE", 1
"20382", "LTE band", 1
"20382", "LTE bands", 1
"20383", "Wi-Fi", 1
"20383", "wifi", 1
"20385", "calendar", 2
"20385", "e-mail", 2
"20385", "email", 2
"20385", "finger print", 1
"20385", "finger prints", 1
"20385", "fingerprint", 1
"20385", "fingerprint sensor", 1
"20385", "fingerprints", 1
"20385", "OS", 2
"20385", "PIN requirement", 2
"20385", "play store", 1
"20385", "playstore", 1
"20385", "replacement", 1
"20385", "restore", 1
"20385", "ROM", 1
"20385", "sensor", 1
"20385", "smart lock", 1
"20385", "sync", 2
"20385", "UI", 2
"20388", "antenna", 1
"20388", "battery", 1
"20388", "NFC", 1
"20388", "silver", 1
"20389", "keyboard", 1
"20389", "Samsung Keyboard", 1
"20391", "4G", 1
"20391", "4GB", 1
"20391", "64GB", 1
"20391", "battery", 4
"20391", "Battery life", 1
"20391", "battery time", 1
"20391", "battery-life", 1
"20391", "BT", 1
"20391", "camera", 1
"20391", "car", 1
"20391", "card slot", 1
"20391", "charge", 4
"20391", "charge time", 1
"20391", "charger", 2
"20391", "charging", 1
"20391", "design", 2
"20391", "design.", 2
"20391", "fast charge", 1
"20391", "fast charger", 1
"20391", "movie", 1
"20391", "movies", 1
"20391", "music", 1
"20391", "non removable battery", 1
"20391", "non-removable battery", 1
"20391", "OS", 4
"20391", "Package Disable", 1
"20391", "package disabler pro..", 1
"20391", "packagedisabler", 1
"20391", "RAM", 1
"20391", "removable battery", 1
"20391", "ROM", 1
"20391", "SD", 1
"20391", "SD card", 1
"20391", "SD card slot", 1
"20391", "SD card slot.", 1
"20391", "SD cards", 1
"20391", "SD-Card", 1
"20391", "sd-card slot", 1
"20391", "Speed", 2
"20391", "Wi-Fi", 1
"20391", "wifi", 1
"20391", "Wireless", 1
"20391", "wireless charging", 1
"20395", "Asus", 1
"20395", "Nova launcher", 1
"20395", "Samsung s launcher", 1
"20397", "antenna", 1
"20397", "battery", 1
"20397", "cable", 1
"20397", "cables", 1
"20397", "charging", 1
"20397", "Galaxy Note5", 1
"20397", "galaxynote5", 1
"20397", "NFC", 1
"20397", "NFC antenna", 1
"20397", "Note5 Teardown", 1
"20397", "ribbon cable", 1
"20397", "Samsung Galaxy Note5", 1
"20397", "SD", 1
"20397", "UI", 2
"20397", "Wi-Fi", 1
"20397", "wifi", 1
"20397", "Wireless", 1
"20397", "wireless charging", 1
"20399", "battery", 1
"20399", "pen", 1
"20399", "pen.", 1
"20399", "UI", 1
"20400", "curve", 1
"20400", "screen", 1
"20400", "screen.", 1
"20401", "battery", 1
"20401", "battery drain", 1
"20401", "great battery", 1
"20403", "chat", 1
"20403", "Snapchat", 1
"20408", "charge", 1
"20408", "charging", 1
"20408", "Wireless", 1
"20408", "wireless charging", 1
"20408", "wireless charging work", 1
"20408", "Wireless charging works", 1
"20409", "pdf app", 1
"20409", "write", 1
"20415", "button", 1
"20416", "3G", 1
"20416", "hotspot", 1
"20417", "ATM", 1
"20417", "ATM.", 1
"20417", "flash", 1
"20417", "flash drive", 1
"20417", "Google fiber", 1
"20417", "HDR", 1
"20417", "internet", 1
"20417", "movie", 2
"20417", "movies", 2
"20417", "OS", 5
"20417", "OTA", 1
"20417", "SD", 1
"20417", "Storage", 1
"20417", "video", 1
"20419", "glove", 1
"20419", "gloves", 1
"20420", "icon", 1
"20420", "icons", 1
"20420", "OS", 1
"20422", "car", 2
"20422", "drop", 3
"20422", "Dropped", 2
"20422", "screen", 3
"20422", "screen protector", 1
"20422", "screen.", 3
"20427", "Marshmallow", 1
"20427", "marshmallow theme", 1
"20427", "theme", 2
"20428", "SD", 1
"20428", "update", 1
"20428", "update.", 1
"20430", "pen", 1
"20430", "pen.", 1
"20432", "play store", 1
"20432", "playstore", 1
"20433", "exposure time", 1
"20433", "OS", 1
"20435", "Marshmallow", 1
"20435", "Marshmallow update", 1
"20435", "OS", 1
"20435", "OTA", 1
"20435", "software", 1
"20435", "software update", 1
"20435", "update", 2
"20435", "update.", 2
"20436", "Android version", 1
"20436", "android version update", 1
"20436", "app store", 1
"20436", "AppStore", 1
"20436", "ATT device", 1
"20436", "aTT s network", 1
"20436", "ATT sim", 1
"20436", "bloody app", 1
"20436", "chat", 1
"20436", "gear vr", 1
"20436", "GearVR", 1
"20436", "MST", 1
"20436", "network", 1
"20436", "networks", 1
"20436", "non-activated sim", 1
"20436", "OS", 5
"20436", "pay", 2
"20436", "pen", 1
"20436", "pen.", 1
"20436", "plugged", 1
"20436", "RAM", 1
"20436", "ROM", 1
"20436", "S-Pen", 1
"20436", "Samsung Pay", 1
"20436", "Samsung rom update", 1
"20436", "samsung update", 2
"20436", "Samsung updates", 1
"20436", "SamsungPay", 1
"20436", "SD", 1
"20436", "sim", 4
"20436", "sims", 1
"20436", "Smooth", 1
"20436", "software", 2
"20436", "software update", 1
"20436", "Spen", 1
"20436", "status bar", 1
"20436", "update", 12
"20436", "update.", 12
"20436", "VR", 1
"20436", "Wi-Fi", 1
"20436", "wifi", 1
"20438", "SD", 2
"20438", "update", 1
"20438", "update.", 1
"20440", "battery", 1
"20440", "Battery life", 1
"20440", "battery-life", 1
"20443", "data toggle", 1
"20443", "restore", 1
"20443", "tv", 1
"20444", "button", 1
"20444", "galaxy gifts", 1
"20444", "Galaxy Note5", 1
"20444", "galaxynote5", 1
"20444", "OS", 1
"20444", "pen", 1
"20444", "pen.", 1
"20447", "dark mode", 1
"20447", "LTE", 1
"20447", "night time", 1
"20447", "screen", 1
"20447", "screen filter", 1
"20447", "screen.", 1
"20448", "location service", 1
"20448", "location services", 1
"20448", "tracking", 1
"20448", "Wi-Fi", 1
"20448", "wifi", 1
"20455", "car", 1
"20455", "variants", 1
"20457", "ATM", 1
"20457", "ATM.", 1
"20457", "edge", 1
"20457", "pen", 1
"20457", "pen.", 1
"20457", "S-Pen", 1
"20457", "Spen", 1
"20458", "OS", 1
"20458", "screen", 1
"20458", "screen shot", 1
"20458", "screen.", 1
"20458", "screens", 1
"20458", "screens.", 1
"20458", "screenshot", 1
"20459", "battery", 2
"20459", "charge", 3
"20459", "charger", 1
"20459", "Charges", 1
"20459", "good battery", 1
"20459", "on-screen time", 1
"20459", "Pretty good battery", 1
"20459", "screen", 2
"20459", "Screen On Time", 1
"20459", "screen time", 1
"20459", "Screen-on time", 1
"20459", "screen.", 2
"20459", "UI", 1
"20461", "ADB", 1
"20461", "battery", 1
"20461", "battery stat", 1
"20461", "battery stats", 1
"20461", "better battery", 1
"20461", "better battery stats", 1
"20463", "battery", 1
"20463", "Battery life", 1
"20463", "battery-life", 1
"20463", "OS", 1
"20466", "big apps", 1
"20466", "OS", 1
"20466", "pen", 1
"20466", "pen.", 1
"20466", "RAM", 1
"20469", "Aukey charger", 1
"20469", "Aukey chargers", 1
"20469", "charge", 1
"20469", "charger", 1
"20470", "screen", 2
"20470", "screen shot", 2
"20470", "screen shots", 1
"20470", "screen.", 2
"20470", "screens", 2
"20470", "screens.", 2
"20470", "screenshot", 2
"20470", "screenshots", 1
"20470", "webview licenses", 1
"20472", "API", 1
"20472", "battery", 1
"20472", "Battery life", 1
"20472", "battery-life", 1
"20472", "OS", 1
"20472", "pen", 1
"20472", "pen.", 1
"20472", "warranty", 1
"20472", "warranty.", 1
"20473", "ATM", 1
"20473", "ATM.", 1
"20473", "capacitive sensor", 1
"20473", "charge", 1
"20473", "Charges", 1
"20473", "HW", 1
"20473", "LTE", 1
"20473", "sensor", 1
"20474", "battery", 1
"20474", "ROM", 1
"20474", "screen", 3
"20474", "Screen On Time", 1
"20474", "Screen-on time", 1
"20474", "screen.", 3
"20475", "theme", 1
"20475", "themes", 1
"20476", "charge", 1
"20476", "charging", 1
"20476", "fast charge", 1
"20476", "notification", 1
"20476", "notifications", 1
"20476", "Wireless", 1
"20476", "wireless charging", 1
"20479", "book", 1
"20479", "bookmarks", 1
"20479", "camera", 1
"20479", "Camera Test", 1
"20479", "car", 2
"20479", "Chromecast", 4
"20479", "clock", 3
"20479", "colour", 1
"20479", "contact", 1
"20479", "customization", 1
"20479", "e-mail", 5
"20479", "Easy Home", 1
"20479", "EasyHome", 1
"20479", "email", 5
"20479", "email widget", 1
"20479", "emails", 2
"20479", "external storage", 1
"20479", "galaxy app", 1
"20479", "galaxy apps", 1
"20479", "gear  -s", 1
"20479", "Gear S.", 1
"20479", "Gears", 1
"20479", "Google play", 2
"20479", "Google Play Music", 1
"20479", "Google Play.", 2
"20479", "Google Text-to-speech Engine", 1
"20479", "HW", 1
"20479", "Instagram", 1
"20479", "internet", 1
"20479", "map", 1
"20479", "movie", 1
"20479", "movies", 1
"20479", "music", 3
"20479", "network", 1
"20479", "OS", 5
"20479", "Package Disable", 1
"20479", "package disabler pro..", 1
"20479", "packagedisabler", 1
"20479", "photos", 1
"20479", "Planner", 1
"20479", "play music", 1
"20479", "Play Music.", 1
"20479", "print service", 1
"20479", "quick connect", 1
"20479", "RAM", 1
"20479", "record", 1
"20479", "restore", 1
"20479", "ROM", 7
"20479", "S-Health", 2
"20479", "S-Voice", 1
"20479", "samsung gear", 1
"20479", "screen", 2
